accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
18967,Bhopal,Madhya Pradesh,23.254117,77.40703,2022-11-22,19:00,19,Tuesday,0,rural,3,1,rain,low,25,high,drunk driving,major,1,0,1,,0.8
18968,Kolkata,West Bengal,22.582167,88.373042,2023-08-10,4:00,4,Thursday,0,highway,4,0,fog,low,34,low,distraction,fatal,1,1,0,,0.65
18969,Thrissur,Kerala,10.535992,76.214778,2024-01-11,2:00,2,Thursday,0,urban,1,0,fog,low,40,low,poor road,fatal,3,3,0,,0.65
18970,Ludhiana,Punjab,30.902349,75.867719,2023-04-19,2:00,2,Wednesday,0,rural,2,0,rain,medium,18,low,weather,minor,1,1,0,,0.25
18971,Margao,Goa,15.27762,73.952103,2022-04-29,7:00,7,Friday,0,highway,5,0,clear,high,37,high,weather,minor,2,0,0,,0.3
18972,Ranchi,Jharkhand,23.345139,85.313157,2022-07-30,5:00,5,Saturday,1,urban,2,1,fog,low,34,medium,drunk driving,minor,4,0,0,,0.45
18973,Ahmedabad,Gujarat,23.017005,72.581903,2023-12-30,18:00,18,Saturday,1,urban,2,1,clear,high,37,medium,overspeeding,minor,2,2,1,,0.25
18974,Jalandhar,Punjab,31.318002,75.580291,2024-03-05,22:00,22,Tuesday,0,rural,3,1,clear,high,18,low,weather,minor,1,1,0,,0.1
18975,Hisar,Haryana,29.142351,75.732634,2022-05-28,17:00,17,Saturday,1,rural,3,0,fog,low,37,high,overspeeding,minor,3,1,1,,0.8
18976,Chennai,Tamil Nadu,13.073746,80.270751,2023-07-26,9:00,9,Wednesday,0,rural,1,0,fog,low,26,medium,distraction,minor,2,2,1,,0.6
18977,Imphal,Manipur,24.822455,93.934999,2022-08-26,6:00,6,Friday,0,rural,5,1,rain,low,29,low,poor road,major,3,3,0,,0.45
18978,Ambala,Haryana,30.386787,76.774185,2023-01-27,12:00,12,Friday,0,urban,2,0,rain,low,16,low,distraction,major,4,2,0,,0.45
18979,Kannur,Kerala,11.876941,75.37201,2022-08-22,3:00,3,Monday,0,rural,5,0,rain,medium,25,low,poor road,major,5,2,0,,0.25
18980,Agra,Uttar Pradesh,27.166646,78.0083,2024-11-08,1:00,1,Friday,0,rural,2,0,rain,medium,18,low,drunk driving,minor,2,2,0,,0.25
18981,Amravati,Maharashtra,20.927651,77.779817,2024-02-12,11:00,11,Monday,0,highway,2,1,clear,high,38,low,distraction,major,1,1,0,,0.1
18982,Raipur,Chhattisgarh,21.244123,81.64008,2025-03-06,6:00,6,Thursday,0,rural,1,0,rain,medium,24,high,weather,minor,5,3,0,,0.45
18983,Mysore,Karnataka,12.305568,76.633157,2024-05-20,12:00,12,Monday,0,highway,1,0,clear,high,22,low,drunk driving,fatal,4,4,0,,0.3
18984,Madurai,Tamil Nadu,9.918643,78.130283,2024-01-24,19:00,19,Wednesday,0,urban,5,1,rain,low,22,high,drunk driving,minor,4,3,1,,0.8
18985,New Delhi,Delhi,28.618529,77.214176,2022-06-02,23:00,23,Thursday,0,highway,4,1,fog,low,36,medium,drunk driving,minor,5,2,0,,0.45
18986,Haldwani,Uttarakhand,29.222642,79.505286,2023-01-04,21:00,21,Wednesday,0,urban,1,1,rain,low,33,low,drunk driving,major,2,0,0,,0.45
18987,Kashipur,Uttarakhand,29.217099,78.958174,2022-09-05,5:00,5,Monday,0,highway,3,1,rain,low,32,low,distraction,major,3,0,0,,0.45
18988,Shillong,Meghalaya,25.575372,91.878546,2023-07-10,0:00,0,Monday,0,highway,3,0,rain,medium,26,low,overspeeding,fatal,5,5,0,,0.45
18989,Kohima,Nagaland,25.673818,94.100304,2025-03-02,8:00,8,Sunday,1,urban,6,1,fog,low,36,low,weather,fatal,5,5,1,,0.8
18990,Dibrugarh,Assam,27.461469,94.90123,2022-07-24,19:00,19,Sunday,1,urban,2,1,fog,low,24,medium,distraction,minor,2,2,1,,0.6
18991,Mohali,Punjab,30.691839,76.722782,2023-10-16,0:00,0,Monday,0,urban,3,0,clear,high,23,low,distraction,minor,2,2,0,,0.1
18992,Vasant Kunj,Delhi,28.53185,77.155752,2023-10-09,8:00,8,Monday,0,rural,5,1,rain,low,15,medium,distraction,major,3,0,1,,0.6
18993,Howrah,West Bengal,22.587936,88.318518,2024-06-12,15:00,15,Wednesday,0,urban,4,1,fog,low,34,high,overspeeding,minor,3,2,0,,0.65
18994,Kanpur,Uttar Pradesh,26.444221,80.326002,2024-04-17,20:00,20,Wednesday,0,urban,4,0,clear,high,33,low,overspeeding,minor,1,0,0,,0.1
18995,Kolkata,West Bengal,22.582406,88.367683,2024-01-09,8:00,8,Tuesday,0,urban,1,0,fog,low,35,high,drunk driving,major,5,1,1,,0.8
18996,Darjeeling,West Bengal,27.04372,88.271347,2023-11-11,5:00,5,Saturday,1,urban,1,0,clear,high,17,medium,poor road,major,2,2,0,,0.1
18997,Pune,Maharashtra,18.513215,73.849941,2023-10-23,20:00,20,Monday,0,urban,3,0,fog,low,23,medium,drunk driving,minor,1,0,0,,0.45
18998,Raipur,Chhattisgarh,21.245474,81.638232,2025-03-20,14:00,14,Thursday,0,highway,2,1,clear,high,32,low,drunk driving,minor,2,1,0,,0.1
18999,Bathinda,Punjab,30.207754,74.934753,2024-07-31,17:00,17,Wednesday,0,highway,3,1,clear,high,18,high,weather,minor,1,0,1,,0.45
19000,Dharamshala,Himachal Pradesh,32.212089,76.334879,2023-10-31,16:00,16,Tuesday,0,urban,3,0,rain,low,21,low,distraction,minor,5,1,0,,0.45
19001,Meerut,Uttar Pradesh,28.992656,77.714719,2023-07-02,4:00,4,Sunday,1,highway,3,1,fog,low,37,low,weather,minor,3,1,0,,0.45
19002,Chennai,Tamil Nadu,13.074181,80.259909,2024-01-22,6:00,6,Monday,0,highway,5,1,fog,low,38,low,poor road,major,1,1,0,,0.45
19003,Lucknow,Uttar Pradesh,26.856411,80.958085,2024-07-08,8:00,8,Monday,0,rural,4,1,clear,high,29,high,drunk driving,minor,2,1,1,,0.45
19004,Guwahati,Assam,26.133753,91.74001,2024-10-06,0:00,0,Sunday,1,rural,1,0,clear,high,34,medium,overspeeding,minor,5,1,0,,0.1
19005,Jaipur,Rajasthan,26.920338,75.794064,2023-02-04,19:00,19,Saturday,1,urban,2,0,rain,low,32,medium,distraction,major,1,0,1,,0.6
19006,Chennai,Tamil Nadu,13.076617,80.274037,2024-04-19,22:00,22,Friday,0,rural,1,0,clear,high,28,high,distraction,fatal,2,2,0,,0.5
19007,Gurugram,Haryana,28.458411,77.020436,2023-06-17,5:00,5,Saturday,1,urban,4,1,clear,high,35,high,overspeeding,minor,1,0,0,,0.3
19008,Nashik,Maharashtra,19.995933,73.793741,2022-06-21,5:00,5,Tuesday,0,highway,5,1,fog,low,37,high,distraction,major,1,0,0,,0.65
19009,Rishikesh,Uttarakhand,30.086492,78.264322,2024-02-15,3:00,3,Thursday,0,rural,6,0,fog,low,22,low,overspeeding,minor,2,1,0,,0.45
19010,Chennai,Tamil Nadu,13.082886,80.272657,2022-11-19,15:00,15,Saturday,1,rural,1,0,fog,low,16,low,drunk driving,minor,2,2,0,,0.45
19011,Nagpur,Maharashtra,21.144402,79.087877,2023-12-19,0:00,0,Tuesday,0,urban,1,0,fog,low,21,high,drunk driving,minor,1,1,0,,0.65
19012,Vijayawada,Andhra Pradesh,16.496447,80.653606,2022-01-08,3:00,3,Saturday,1,highway,6,1,rain,medium,22,low,overspeeding,major,3,1,0,,0.25
19013,Bangalore,Karnataka,12.977238,77.593827,2022-06-29,21:00,21,Wednesday,0,rural,5,1,fog,low,29,low,poor road,minor,4,0,0,,0.45
19014,Bhubaneswar,Odisha,20.289725,85.818083,2023-08-03,14:00,14,Thursday,0,highway,2,0,fog,low,29,high,distraction,minor,5,0,0,,0.65
19015,Karimnagar,Telangana,18.4505,79.128837,2022-12-08,2:00,2,Thursday,0,urban,2,0,rain,low,39,low,poor road,major,2,2,0,,0.45
19016,Kolkata,West Bengal,22.572572,88.375186,2023-11-02,1:00,1,Thursday,0,rural,1,0,rain,medium,33,low,overspeeding,major,1,0,0,,0.25
19017,Kathua,Jammu and Kashmir,32.390096,75.512824,2025-01-08,11:00,11,Wednesday,0,urban,2,1,clear,high,35,high,overspeeding,major,3,1,0,,0.3
19018,New Delhi,Delhi,28.61472,77.219326,2022-04-16,18:00,18,Saturday,1,urban,1,0,rain,medium,27,high,weather,minor,5,0,1,,0.6
19019,Ujjain,Madhya Pradesh,23.181956,75.798449,2023-03-27,5:00,5,Monday,0,urban,4,0,fog,low,34,medium,distraction,fatal,2,2,0,,0.65
19020,Durg,Chhattisgarh,21.185385,81.289098,2024-12-06,6:00,6,Friday,0,urban,4,0,fog,low,24,high,drunk driving,major,1,0,0,,0.65
19021,Alwar,Rajasthan,27.548837,76.636859,2022-05-21,17:00,17,Saturday,1,rural,5,0,clear,high,35,medium,weather,minor,5,2,1,,0.25
19022,Ghaziabad,Uttar Pradesh,28.664147,77.461757,2023-08-24,2:00,2,Thursday,0,highway,2,0,fog,low,35,medium,drunk driving,minor,3,0,0,,0.45
19023,Vijayawada,Andhra Pradesh,16.503316,80.638514,2024-10-06,6:00,6,Sunday,1,highway,3,1,clear,high,22,high,poor road,minor,2,0,0,,0.3
19024,Visakhapatnam,Andhra Pradesh,17.689486,83.21762,2022-01-12,12:00,12,Wednesday,0,rural,5,0,clear,high,30,medium,distraction,major,1,0,0,,0.1
19025,Bangalore,Karnataka,12.97732,77.595188,2025-01-28,16:00,16,Tuesday,0,rural,4,1,clear,high,29,low,poor road,major,3,3,0,,0.1
19026,Vijayawada,Andhra Pradesh,16.497881,80.652237,2025-02-20,7:00,7,Thursday,0,highway,2,0,fog,low,24,low,weather,major,3,1,0,,0.45
19027,Coimbatore,Tamil Nadu,11.005854,76.958334,2023-03-04,9:00,9,Saturday,1,rural,2,1,rain,low,37,medium,drunk driving,minor,5,2,1,,0.6
19028,Madurai,Tamil Nadu,9.92282,78.114517,2023-03-28,13:00,13,Tuesday,0,urban,5,0,rain,low,36,low,overspeeding,minor,3,3,0,,0.45
19029,Pathankot,Punjab,32.262163,75.653986,2025-03-20,12:00,12,Thursday,0,highway,1,1,rain,medium,34,high,drunk driving,minor,3,0,0,,0.45
19030,Champhai,Mizoram,23.459329,93.319999,2022-04-05,10:00,10,Tuesday,0,rural,3,0,fog,low,34,medium,drunk driving,minor,2,1,1,,0.6
19031,Pune,Maharashtra,18.514692,73.847888,2023-06-17,11:00,11,Saturday,1,highway,4,0,rain,medium,21,high,weather,minor,2,1,0,,0.45
19032,Gurugram,Haryana,28.458409,77.024841,2023-05-21,21:00,21,Sunday,1,highway,5,0,rain,medium,33,medium,weather,minor,1,0,0,,0.25
19033,Ranchi,Jharkhand,23.352982,85.314799,2022-11-03,14:00,14,Thursday,0,urban,5,0,rain,medium,24,medium,drunk driving,major,3,1,0,,0.25
19034,Lucknow,Uttar Pradesh,26.856251,80.944919,2024-10-24,19:00,19,Thursday,0,highway,1,1,fog,low,29,medium,distraction,major,4,2,1,,0.6
19035,Dwarka,Delhi,28.571605,77.049422,2025-03-09,5:00,5,Sunday,1,urban,6,1,fog,low,29,low,overspeeding,major,5,5,0,,0.45
19036,Udaipur,Rajasthan,24.590846,73.720428,2022-08-23,18:00,18,Tuesday,0,urban,6,1,rain,medium,23,high,poor road,minor,2,0,1,,0.6
19037,Jamshedpur,Jharkhand,22.793146,86.193596,2022-04-30,4:00,4,Saturday,1,urban,1,1,rain,low,21,low,weather,minor,3,2,0,,0.45
19038,Chennai,Tamil Nadu,13.078408,80.266623,2024-04-08,13:00,13,Monday,0,rural,5,0,fog,low,40,medium,drunk driving,fatal,2,2,0,,0.65
19039,Kolkata,West Bengal,22.577245,88.362812,2023-05-20,10:00,10,Saturday,1,urban,1,1,rain,medium,40,high,distraction,fatal,5,5,1,,0.8
19040,Narela,Delhi,28.86164,77.094018,2024-07-24,5:00,5,Wednesday,0,urban,5,1,rain,low,29,high,overspeeding,minor,3,2,0,,0.65
19041,Raipur,Chhattisgarh,21.248241,81.618635,2022-04-06,8:00,8,Wednesday,0,highway,3,0,rain,low,40,high,poor road,major,5,3,1,,0.8
19042,Coimbatore,Tamil Nadu,11.014847,76.960971,2024-11-12,22:00,22,Tuesday,0,highway,2,1,fog,low,35,high,distraction,major,3,3,0,,0.65
19043,Ahmedabad,Gujarat,23.031296,72.56565,2022-12-14,7:00,7,Wednesday,0,rural,2,1,fog,low,24,high,poor road,minor,5,1,0,,0.65
19044,Darjeeling,West Bengal,27.043516,88.265232,2023-03-02,2:00,2,Thursday,0,rural,3,0,clear,high,40,medium,poor road,fatal,3,3,0,,0.3
19045,Kochi,Kerala,9.931394,76.279006,2025-01-20,0:00,0,Monday,0,highway,6,1,fog,low,19,low,drunk driving,minor,3,0,0,,0.45
19046,Dibrugarh,Assam,27.479652,94.911783,2023-02-21,1:00,1,Tuesday,0,rural,4,0,clear,high,28,high,overspeeding,minor,3,0,0,,0.3
19047,Puducherry,Puducherry,11.932587,79.805866,2024-10-03,10:00,10,Thursday,0,highway,1,0,clear,high,32,medium,distraction,fatal,4,4,1,,0.45
19048,Jammu,Jammu and Kashmir,32.729669,74.857465,2022-02-15,23:00,23,Tuesday,0,urban,6,1,rain,low,36,medium,weather,major,5,5,0,,0.45
19049,Puri,Odisha,19.821742,85.83628,2023-07-31,5:00,5,Monday,0,rural,5,1,fog,low,34,low,weather,fatal,2,2,0,,0.65
19050,Guntur,Andhra Pradesh,16.295956,80.424936,2022-12-06,15:00,15,Tuesday,0,rural,2,0,rain,low,15,low,distraction,major,5,2,0,,0.45
19051,Vijayawada,Andhra Pradesh,16.498177,80.642873,2024-08-19,0:00,0,Monday,0,highway,5,0,clear,high,40,medium,weather,major,1,1,0,,0.1
19052,Kollam,Kerala,8.89923,76.62247,2025-02-27,0:00,0,Thursday,0,urban,4,1,clear,high,25,low,weather,minor,5,4,0,,0.1
19053,Arrah,Bihar,25.551559,84.671933,2024-10-22,7:00,7,Tuesday,0,urban,3,1,rain,low,35,medium,drunk driving,fatal,4,4,0,,0.65
19054,Agra,Uttar Pradesh,27.164746,78.018176,2024-06-28,21:00,21,Friday,0,urban,2,0,clear,high,25,high,weather,minor,5,5,0,,0.3
19055,Patna,Bihar,25.595541,85.130985,2024-03-08,18:00,18,Friday,0,rural,1,1,fog,low,38,medium,weather,major,4,4,1,,0.6
19056,Nashik,Maharashtra,19.988396,73.790603,2022-02-26,19:00,19,Saturday,1,rural,3,0,clear,high,15,medium,distraction,major,4,2,1,,0.25
19057,Jagdalpur,Chhattisgarh,19.080329,82.01619,2024-12-14,1:00,1,Saturday,1,rural,3,0,fog,low,24,high,distraction,fatal,5,5,0,,0.85
19058,Bhilwara,Rajasthan,25.342984,74.636412,2023-08-22,13:00,13,Tuesday,0,highway,1,0,rain,low,19,medium,overspeeding,major,5,4,0,,0.45
19059,Dhanbad,Jharkhand,23.800131,86.442222,2022-12-09,19:00,19,Friday,0,urban,6,1,fog,low,28,medium,overspeeding,minor,1,0,1,,0.6
19060,Patna,Bihar,25.586803,85.140609,2022-12-30,9:00,9,Friday,0,highway,2,1,fog,low,17,high,drunk driving,minor,1,0,1,,0.8
19061,Vijayawada,Andhra Pradesh,16.495515,80.656164,2023-07-24,16:00,16,Monday,0,rural,5,1,clear,high,18,high,drunk driving,fatal,4,4,0,,0.5
19062,Haridwar,Uttarakhand,29.945929,78.172745,2022-04-01,6:00,6,Friday,0,rural,4,1,clear,high,16,low,poor road,major,5,2,0,,0.1
19063,Srinagar,Jammu and Kashmir,34.071934,74.803336,2023-06-30,10:00,10,Friday,0,rural,1,0,fog,low,17,high,drunk driving,minor,4,0,1,,0.8
19064,Patna,Bihar,25.588567,85.12813,2023-10-04,14:00,14,Wednesday,0,highway,2,0,rain,medium,31,low,overspeeding,minor,3,2,0,,0.25
19065,Gurugram,Haryana,28.469618,77.025185,2022-11-09,23:00,23,Wednesday,0,urban,4,0,clear,high,36,medium,weather,major,3,1,0,,0.1
19066,Mapusa,Goa,15.586981,73.805824,2022-04-02,16:00,16,Saturday,1,urban,4,0,rain,low,15,low,overspeeding,major,3,2,0,,0.45
19067,Rourkela,Odisha,22.265469,84.85046,2022-03-01,2:00,2,Tuesday,0,rural,3,0,fog,low,16,medium,distraction,fatal,1,1,0,,0.65
19068,Jaipur,Rajasthan,26.917064,75.794374,2022-12-15,21:00,21,Thursday,0,rural,2,1,fog,low,37,high,weather,minor,1,0,0,,0.65
19069,Rourkela,Odisha,22.254894,84.863183,2024-10-03,13:00,13,Thursday,0,urban,5,1,rain,low,20,low,overspeeding,major,2,0,0,,0.45
19070,Ujjain,Madhya Pradesh,23.179047,75.799882,2022-11-30,9:00,9,Wednesday,0,highway,1,0,clear,high,26,high,weather,major,4,4,1,,0.45
19071,Puducherry,Puducherry,11.947183,79.7989,2023-02-28,11:00,11,Tuesday,0,highway,6,1,rain,low,34,low,weather,minor,4,3,0,,0.45
19072,Durg,Chhattisgarh,21.193195,81.284867,2023-12-29,2:00,2,Friday,0,urban,1,0,fog,low,33,medium,poor road,minor,5,1,0,,0.45
19073,Pune,Maharashtra,18.51716,73.865046,2024-08-02,17:00,17,Friday,0,highway,4,0,rain,medium,16,low,poor road,minor,5,2,1,,0.4
19074,Kanpur,Uttar Pradesh,26.451486,80.325379,2022-06-10,1:00,1,Friday,0,rural,3,1,clear,high,22,low,poor road,fatal,3,3,0,,0.3
19075,Faridabad,Haryana,28.413561,77.321211,2024-07-16,9:00,9,Tuesday,0,highway,6,1,clear,high,17,medium,poor road,major,2,0,1,,0.25
19076,Indore,Madhya Pradesh,22.710796,75.865705,2022-02-17,21:00,21,Thursday,0,urban,6,1,clear,high,36,medium,weather,major,5,4,0,,0.1
19077,Jaipur,Rajasthan,26.913004,75.790226,2023-10-30,11:00,11,Monday,0,highway,5,0,clear,high,28,medium,distraction,minor,3,0,0,,0.1
19078,Mumbai,Maharashtra,19.067438,72.878227,2023-03-11,7:00,7,Saturday,1,highway,1,1,rain,low,20,medium,drunk driving,major,2,2,0,,0.45
19079,Pune,Maharashtra,18.529581,73.861513,2023-01-12,6:00,6,Thursday,0,urban,3,0,fog,low,40,medium,overspeeding,major,1,0,0,,0.45
19080,Anantnag,Jammu and Kashmir,33.732901,75.149648,2022-06-05,15:00,15,Sunday,1,highway,1,1,clear,high,37,medium,poor road,minor,4,1,0,,0.1
19081,Agra,Uttar Pradesh,27.169756,78.009971,2023-12-28,5:00,5,Thursday,0,highway,2,0,rain,medium,34,medium,poor road,minor,1,1,0,,0.25
19082,Guwahati,Assam,26.147598,91.734269,2024-05-30,7:00,7,Thursday,0,highway,2,0,fog,low,26,low,weather,major,3,2,0,,0.45
19083,Thiruvananthapuram,Kerala,8.512849,76.94743,2022-08-02,16:00,16,Tuesday,0,rural,2,0,clear,high,17,high,drunk driving,minor,4,3,0,,0.3
19084,Varanasi,Uttar Pradesh,25.325532,82.975383,2023-01-29,15:00,15,Sunday,1,urban,5,0,rain,medium,24,high,distraction,minor,2,1,0,,0.45
19085,Junagadh,Gujarat,21.532056,70.467687,2022-10-10,22:00,22,Monday,0,rural,3,0,fog,low,25,medium,distraction,major,4,3,0,,0.45
19086,Bareilly,Uttar Pradesh,28.373441,79.431428,2022-01-30,10:00,10,Sunday,1,urban,6,0,clear,high,19,medium,drunk driving,fatal,3,3,1,,0.45
19087,Ahmedabad,Gujarat,23.030938,72.573291,2024-09-20,23:00,23,Friday,0,rural,5,1,rain,low,25,medium,poor road,fatal,2,2,0,,0.65
19088,Panipat,Haryana,29.400819,76.969609,2022-11-26,8:00,8,Saturday,1,highway,5,0,fog,low,18,medium,poor road,major,1,0,1,,0.6
19089,Faridabad,Haryana,28.409988,77.317312,2022-02-05,18:00,18,Saturday,1,highway,1,1,fog,low,25,high,distraction,fatal,4,4,1,,1.0
19090,Surat,Gujarat,21.169425,72.828216,2022-10-07,5:00,5,Friday,0,urban,5,1,fog,low,24,medium,poor road,minor,2,1,0,,0.45
19091,Bhagalpur,Bihar,25.245196,86.972707,2022-09-10,22:00,22,Saturday,1,urban,1,0,rain,medium,22,high,overspeeding,minor,2,2,0,,0.45
19092,Thane,Maharashtra,19.216067,72.987059,2023-05-17,23:00,23,Wednesday,0,urban,1,0,clear,high,23,medium,drunk driving,major,4,4,0,,0.1
19093,Bhavnagar,Gujarat,21.758654,72.159709,2022-01-28,17:00,17,Friday,0,rural,5,1,clear,high,23,high,drunk driving,minor,4,3,1,,0.45
19094,Bangalore,Karnataka,12.973679,77.58548,2023-07-21,19:00,19,Friday,0,highway,2,0,clear,high,37,low,poor road,major,3,1,1,,0.25
19095,Hyderabad,Telangana,17.381425,78.475715,2024-09-28,11:00,11,Saturday,1,urban,2,0,fog,low,22,high,weather,fatal,5,5,0,,0.85
19096,Vijayawada,Andhra Pradesh,16.502433,80.652054,2023-06-24,3:00,3,Saturday,1,highway,3,1,fog,low,40,low,overspeeding,major,5,5,0,,0.45
19097,Ahmedabad,Gujarat,23.021068,72.582725,2023-12-22,18:00,18,Friday,0,rural,2,1,clear,high,37,high,poor road,minor,4,3,1,,0.45
19098,Chennai,Tamil Nadu,13.07845,80.280009,2022-07-04,2:00,2,Monday,0,urban,3,1,fog,low,26,medium,drunk driving,major,1,1,0,,0.45
19099,Karimnagar,Telangana,18.432085,79.134477,2025-02-03,6:00,6,Monday,0,rural,5,1,rain,medium,23,medium,distraction,major,2,0,0,,0.25
19100,Rajamahendravaram,Andhra Pradesh,17.012305,81.809925,2024-11-23,17:00,17,Saturday,1,highway,5,0,rain,low,29,high,drunk driving,minor,2,0,1,,0.8
19101,Bilaspur,Chhattisgarh,22.07961,82.130354,2022-07-25,21:00,21,Monday,0,urban,5,0,fog,low,23,medium,distraction,minor,1,1,0,,0.45
19102,Mumbai,Maharashtra,19.076076,72.86991,2023-05-12,12:00,12,Friday,0,rural,2,0,fog,low,27,low,drunk driving,major,2,1,0,,0.45
19103,Chennai,Tamil Nadu,13.076082,80.261849,2025-01-29,18:00,18,Wednesday,0,highway,6,1,clear,high,31,high,poor road,minor,2,2,1,,0.45
19104,Hyderabad,Telangana,17.388376,78.486109,2023-11-06,13:00,13,Monday,0,urban,6,0,clear,high,36,high,distraction,major,3,1,0,,0.3
19105,Bhopal,Madhya Pradesh,23.271327,77.419859,2024-02-25,16:00,16,Sunday,1,rural,3,0,rain,medium,22,high,overspeeding,fatal,5,5,0,,0.65
19106,Chennai,Tamil Nadu,13.082335,80.280452,2022-11-04,3:00,3,Friday,0,urban,5,1,rain,low,37,high,poor road,minor,5,3,0,,0.65
19107,Amritsar,Punjab,31.630936,74.863051,2024-03-21,14:00,14,Thursday,0,urban,4,1,clear,high,29,low,overspeeding,fatal,2,2,0,,0.3
19108,Kolkata,West Bengal,22.568852,88.374765,2022-06-30,14:00,14,Thursday,0,highway,4,1,rain,medium,40,low,overspeeding,major,3,0,0,,0.25
19109,Baramulla,Jammu and Kashmir,34.197992,74.374633,2023-06-24,16:00,16,Saturday,1,urban,3,0,clear,high,38,medium,overspeeding,minor,3,2,0,,0.1
19110,Pune,Maharashtra,18.531708,73.866076,2023-03-10,5:00,5,Friday,0,highway,4,0,rain,low,34,high,drunk driving,major,2,2,0,,0.65
19111,Ahmedabad,Gujarat,23.014033,72.561057,2024-10-01,15:00,15,Tuesday,0,highway,2,1,rain,medium,38,medium,drunk driving,major,1,1,0,,0.25
19112,Faridabad,Haryana,28.399794,77.312194,2022-01-12,3:00,3,Wednesday,0,urban,4,0,fog,low,18,low,overspeeding,minor,2,2,0,,0.45
19113,Karimnagar,Telangana,18.433492,79.134278,2025-03-04,17:00,17,Tuesday,0,highway,1,1,clear,high,40,medium,poor road,minor,4,3,1,,0.25
19114,Bangalore,Karnataka,12.968809,77.603328,2024-09-02,6:00,6,Monday,0,urban,2,1,rain,medium,21,medium,drunk driving,major,2,2,0,,0.25
19115,Meerut,Uttar Pradesh,28.985511,77.704431,2023-03-22,3:00,3,Wednesday,0,rural,4,0,clear,high,35,medium,weather,minor,4,1,0,,0.1
19116,Bangalore,Karnataka,12.970139,77.591369,2023-01-22,7:00,7,Sunday,1,highway,1,1,rain,medium,28,high,overspeeding,major,3,2,0,,0.45
19117,Lucknow,Uttar Pradesh,26.848686,80.937364,2023-12-12,5:00,5,Tuesday,0,rural,5,1,clear,high,35,low,distraction,minor,3,2,0,,0.1
19118,Jalandhar,Punjab,31.324578,75.56683,2023-11-02,3:00,3,Thursday,0,urban,2,0,rain,low,34,low,overspeeding,minor,5,2,0,,0.45
19119,Hyderabad,Telangana,17.386724,78.49151,2024-10-20,3:00,3,Sunday,1,highway,4,0,clear,high,32,low,poor road,minor,3,0,0,,0.1
19120,Guwahati,Assam,26.142277,91.732661,2022-10-05,19:00,19,Wednesday,0,highway,4,0,rain,medium,27,medium,overspeeding,fatal,2,2,1,,0.6
19121,Bangalore,Karnataka,12.976459,77.589829,2024-07-31,14:00,14,Wednesday,0,highway,2,0,clear,high,38,low,distraction,minor,3,3,0,,0.1
19122,Ranchi,Jharkhand,23.341558,85.315138,2024-10-02,10:00,10,Wednesday,0,urban,2,0,clear,high,23,high,poor road,minor,1,0,1,,0.45
19123,Pune,Maharashtra,18.523722,73.855269,2024-07-16,7:00,7,Tuesday,0,rural,5,0,rain,low,31,medium,drunk driving,minor,5,5,0,,0.45
19124,Port Blair,Andaman and Nicobar Islands,11.632918,92.732544,2023-09-03,22:00,22,Sunday,1,urban,1,0,rain,low,21,low,distraction,minor,5,3,0,,0.45
19125,New Delhi,Delhi,28.61663,77.216017,2022-08-31,22:00,22,Wednesday,0,rural,2,1,fog,low,26,low,drunk driving,fatal,2,2,0,,0.65
19126,Coimbatore,Tamil Nadu,11.010374,76.960376,2023-09-25,9:00,9,Monday,0,highway,3,0,fog,low,27,high,weather,fatal,4,4,1,,1.0
19127,Coimbatore,Tamil Nadu,11.017615,76.95428,2023-10-07,5:00,5,Saturday,1,urban,4,1,fog,low,22,medium,weather,major,5,1,0,,0.45
19128,Raipur,Chhattisgarh,21.254417,81.629695,2023-02-23,12:00,12,Thursday,0,rural,6,0,fog,low,30,high,poor road,minor,5,2,0,,0.65
19129,Narela,Delhi,28.842952,77.099181,2024-05-02,14:00,14,Thursday,0,rural,4,0,clear,high,34,low,weather,major,3,0,0,,0.1
19130,Guwahati,Assam,26.150659,91.733813,2022-07-17,19:00,19,Sunday,1,urban,1,0,fog,low,36,high,distraction,major,3,3,1,,0.8
19131,Kolkata,West Bengal,22.564399,88.35492,2023-04-05,8:00,8,Wednesday,0,rural,1,0,clear,high,34,high,drunk driving,major,3,0,1,,0.45
19132,Chennai,Tamil Nadu,13.072941,80.27064,2024-02-19,15:00,15,Monday,0,rural,6,1,fog,low,25,high,overspeeding,major,2,1,0,,0.65
19133,Aizawl,Mizoram,23.736745,92.71465,2024-04-04,19:00,19,Thursday,0,urban,1,1,rain,low,18,low,poor road,minor,1,1,1,,0.6
19134,Tirupati,Andhra Pradesh,13.617267,79.412994,2023-10-17,6:00,6,Tuesday,0,highway,5,1,fog,low,15,low,weather,minor,4,4,0,,0.45
19135,Rourkela,Odisha,22.268247,84.841649,2025-01-28,17:00,17,Tuesday,0,highway,4,0,rain,medium,21,high,distraction,major,4,2,1,,0.6
19136,Anantnag,Jammu and Kashmir,33.741172,75.149749,2024-01-31,6:00,6,Wednesday,0,urban,3,0,rain,medium,19,medium,weather,major,5,0,0,,0.25
19137,Hisar,Haryana,29.138745,75.72847,2024-10-27,9:00,9,Sunday,1,urban,3,1,clear,high,17,low,poor road,minor,5,3,1,,0.25
